number_chromosome,genomic_position_start,genomic_position_end,cyto_location,computed_cyto_location,mim_number,gene_symbols,gene_name,approved_symbol,entrez_gene_id,ensembl_gene_id,comments,phenotypes,mouse_gene_symbol_id
1,67832287,68202986,1p31.3,1p31.3,615406,GNG12AS1,GNG12 antisense RNA 1,GNG12-AS1,100289178,ENSG00000232284,NA,NA,NA
1,68045885,68051630,1p31.3,1p31.3,605193,"DIRAS3, ARHI","DIRAS family, GTP-binding RAS-like protein 3",DIRAS3,9077,ENSG00000162595,NA,NA,NA
1,68098458,68233017,1p31.3,1p31.3,611514,"WLS, GPR177, EVI","WNTless, Drosophila, homolog of",WLS,79971,ENSG00000116729,NA,NA,Wls (MGI:1915401)
1,68428821,68450321,1p31,1p31.3,180069,"RPE65, RP20, LCA2",RPE65 retinoid isomerohydrolase,RPE65,6121,ENSG00000116745,NA,"Leber congenital amaurosis 2, 204100 (3), Autosomal recessive; Retinitis pigmentosa 20, 613794 (3), Autosomal recessive",Rpe65 (MGI:98001)
1,68474151,68497081,1p31.2,1p31.3,612002,DEPDC1,DEP domain-containing 1,DEPDC1,55635,ENSG00000024526,NA,NA,Depdc1a (MGI:1923381)
1,68500000,69300000,1p31.2,NA,613008,PBC3,"Biliary cirrhosis, primary, 3",NA,100303717,NA,associated with rs3790567,"{Biliary cirrhosis, primary, 3}, 613008 (2)",NA
1,69300000,106700000,1p31.1-p21.1,NA,609727,SPG29,"Spastic paraplegia 29, autosomal dominant",SPG29,619379,NA,max lod at D1S2865,"Spastic paraplegia 29, autosomal dominant, 609727 (2), Autosomal dominant",NA
1,69567333,70152425,1p31.1,1p31.1,614453,"LRRC7, DENSIN, KIAA1365",Leucine-rich repeat-containing protein 7,LRRC7,57554,ENSG00000033122,NA,NA,Lrrc7 (MGI:2676665)
1,69919321,69920316,1p31,1p31.1,602051,PIN1L,"Peptidyl-prolyl cis/trans isomerase, NIMA-interacting-like",PIN1P1,5301,ENSG00000229359,?transcribed pseudogene,NA,NA
1,70205695,70253051,1p31.1,1p31.1,602010,"SRSF11, SFRS11","Splicing factor, serine/arginine-rich, 11",SRSF11,9295,ENSG00000116754,NA,NA,Srsf11 (MGI:1916457)
1,70258998,70354976,1p31.1,1p31.1,615125,ANKRD13C,Ankyrin repeat domain-containing protein 13C,ANKRD13C,81573,ENSG00000118454,NA,NA,Ankrd13c (MGI:2139746)
1,70353838,70368022,1p31.1,1p31.1,604372,HHLA3,Human endogenous retrovirus-H long terminal repeat-associating 3,HHLA3,11147,ENSG00000197568,NA,NA,NA
1,70411217,70441948,1p31.1,1p31.1,607657,CTH,Cystathionine gamma-lyase,CTH,1491,ENSG00000116761,previously assigned to chr.16,"Cystathioninuria, 219500 (3), Autosomal recessive; Homocysteine, total plasma, elevated (3)",Cth (MGI:1339968)
1,70852352,71047815,1p31.2,1p31.1,176806,"PTGER3, EP3","Prostaglandin E receptor 3, EP3 subtype",PTGER3,5733,ENSG00000050628,NA,NA,Ptger3 (MGI:97795)
1,71063290,71081034,1p22.1-p21.3,1p31.1,604347,"ZRANB2, ZNF265, ZIS",Zinc finger RANBP2-type domain-containing protein 2,ZRANB2,9406,ENSG00000132485,NA,NA,NA
1,71395942,72282538,1p31.1,1p31.1,613173,"NEGR1, KILON",Neuronal growth regulator 1,NEGR1,257194,ENSG00000172260,NA,NA,Negr1 (MGI:2444846)
1,74026014,74198200,1p31.1,1p31.1,617957,"LRRIQ3, LRRC44",Leucine rich repeats- and IQ motif-containing protein 3,LRRIQ3,127255,ENSG00000162620,NA,NA,Lrriq3 (MGI:1921685)
1,74198211,74208701,1p31.1,1p31.1,603609,"FPGT, GFPP",Fucose-1-phosphate guanylyltransferase,FPGT,8790,ENSG00000254685,NA,NA,Fpgt (MGI:1922790)
1,74235386,74544427,1p31.1,1p31.1,613932,"TNNI3K, CCDD",TNNI3-interacting kinase,TNNI3K,51086,ENSG00000116783,NA,"Cardiac conduction disease with or without dilated cardiomyopathy, 616117 (3), Autosomal dominant",Tnni3k (MGI:2443276)
1,74705469,74733407,1p31-p22,1p31.1,123691,CRYZ,"Crystallin, zeta (quinone reductase)",CRYZ,1429,ENSG00000116791,NA,NA,Cryz (MGI:88527)
1,74733151,74766676,1p31.3,1p31.1,611245,TYW3,"tRNA-wybutosine-synthesizing protein 3, S. cerevisiae, homolog of",TYW3,127253,ENSG00000162623,NA,NA,Tyw3 (MGI:2445040)
1,75128433,75199453,1p31.1,1p31.1,604425,LHX8,LIM homeobox 8,LHX8,431707,ENSG00000162624,NA,NA,Lhx8 (MGI:1096343)
1,75724346,75763678,1p31,1p31.1,607008,"ACADM, MCAD","Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain",ACADM,34,ENSG00000117054,NA,"Acyl-CoA dehydrogenase, medium chain, deficiency of, 201450 (3), Autosomal recessive",Acadm (MGI:87867)
1,75786193,75795089,1p31,1p31.1,179080,RABGGTB,"Rab geranylgeranyltransferase, beta subunit",RABGGTB,5876,ENSG00000137955,NA,NA,Rabggtb (MGI:99537)
1,75796881,75913241,1p31,1p31.1,602105,MSH4,"mutS, E. coli, homolog of, 4",MSH4,4438,ENSG00000057468,NA,NA,Msh4 (MGI:1860077)
1,76074683,76637315,1p31.1,1p31.1,610133,"ST6GALNAC3, SIAT7C","ST6 alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",ST6GALNAC3,256435,ENSG00000184005,NA,NA,St6galnac3 (MGI:1341828)
1,76867448,77069166,1p31.1,1p31.1,610134,"ST6GALNAC5, SIAT7E","ST6 alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3-N-acetylgalactosaminide alpha-2,6 sialyltransferase 5",ST6GALNAC5,81849,ENSG00000117069,NA,NA,St6galnac5 (MGI:1349471)
1,77088988,77219429,1p31.1,1p31.1,605087,"PIGK, GPI8","Phosphatidylinositol glycan, class K",PIGK,10026,ENSG00000142892,NA,NA,Pigk (MGI:1913863)
1,77281907,77559965,1p31,1p31.1,608009,AK5,Adenylate kinase 5,AK5,26289,ENSG00000154027,NA,NA,Ak5 (MGI:2677491)
1,77695986,77759878,1p31.1,1p31.1,615146,"USP33, VDU1",Ubiquitin-specific protease 33,USP33,23032,ENSG00000077254,NA,NA,Usp33 (MGI:2159711)
1,77779623,77879539,1p31.1,1p31.1,616773,"FAM73A, MIGA1","Miga, Drosophila, homolog of, 1",MIGA1,374986,ENSG00000180488,NA,NA,Miga1 (MGI:1924567)
1,77881347,77889538,1p31.1,1p31.1,618370,NEXAS1,NEXN antisense RNA 1,NEXN-AS1,374987,ENSG00000235927,NA,NA,NA
1,77888514,77948642,1p32-p31,1p31.1,613121,"NEXN, NELIN, CMD1CC, CMH20","Nexilin, rat, homolog of",NEXN,91624,ENSG00000162614,NA,"Cardiomyopathy, dilated, 1CC, 613122 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 20, 613876 (3), Autosomal dominant",Nexn (MGI:1916060)
1,77944050,77979434,1p31.1,1p31.1,603444,"FUBP1, FUBP, FBP",Far upstream element-binding protein 1,FUBP1,8880,ENSG00000162613,NA,NA,Fubp1 (MGI:1196294)
1,77979157,78017963,1p31.1,1p31.1,611327,"DNAJB4, HLJ1","DNAJ/HSP40 homolog, subfamily B, member 4",DNAJB4,11080,ENSG00000162616,NA,NA,Dnajb4 (MGI:1914285)
1,78490973,78540700,1p31.1,1p31.1,600563,PTGFR,Prostaglandin F receptor (FP),PTGFR,5737,ENSG00000122420,NA,NA,Ptgfr (MGI:97796)
1,78620386,78646144,1p31.1,1p31.1,613975,IFI44L,Interferon-induced protein 44-like,IFI44L,10964,ENSG00000137959,NA,NA,Ifi44l (MGI:95975)
1,78648942,78664077,1p31.1,1p31.1,610468,"IFI44, P44",Interferon-induced protein 44,IFI44,10561,ENSG00000137965,NA,NA,Ifi44 (MGI:2443016)
1,78889763,79006729,1p31.1,1p31.1,616419,"ADGRL4, ETL, ELTD1",Adhesion G protein-coupled receptor L4,ADGRL4,64123,ENSG00000162618,NA,NA,Adgrl4 (MGI:2655562)
1,81306103,81993931,1p31.1,1p31.1,607018,"ADGRL2, LPHN2, LPHH1, CIRL2, CL2, KIAA0786",Adhesion G protein-coupled receptor L2,ADGRL2,23266,ENSG00000117114,NA,NA,Adgrl2 (MGI:2139714)
1,84077974,84238497,1p31.1,1p31.1,176892,PRKACB,"Protein kinase, cAMP-dependent, catalytic, beta",PRKACB,5567,ENSG00000142875,NA,NA,Prkacb (MGI:97594)
1,84398531,84415894,1p22.3,1p31.1-p22.3,608057,"DNASE2B, DLAD",Deoxyribonuclease II beta,DNASE2B,58511,ENSG00000137976,NA,NA,Dnase2b (MGI:1913283)
1,84400000,94300000,1p22,NA,608035,CMM4,"Melanoma, cutaneous malignant, 4",NA,474388,NA,between D1S430 and D1S2664,"{Melanoma, cutaneous malignant, 4}, 608035 (2)",NA
1,84400000,94300000,1p22,NA,611381,KAZA2,"Kala-azar, susceptibility to, 2",NA,101241898,NA,NA,"{Kala-azar, susceptibility to, 2}, 611381 (2)",NA
1,84400000,94300000,1p22,NA,191540,UOX,"Urate oxidase, pseudogene",UOX,391051,NA,nonsense mutations responsible for absence of enzyme in man and hominoid primates,[Urate oxidase deficiency] (1),NA
1,84498324,84506580,1p22,1p22.3,600874,GNG5,"Guanine nucleotide-binding protein (G protein), gamma 5",GNG5,2787,ENSG00000174021,NA,NA,"Gng5,Gng5-ps (MGI:3783217,MGI:109164)"
1,84549610,84574439,1p22,1p22.3,600873,"CTBS, CTB","Chitobiase, di-N-acetyl-",CTBS,1486,ENSG00000117151,NA,NA,Ctbs (MGI:1921495)
1,84811600,84893205,1p31.1-p22.3,1p22.3,605106,"LPAR3, EDG7, LPA3",Lysophosphatidic acid receptor 3,LPAR3,23566,ENSG00000171517,NA,NA,Lpar3 (MGI:1929469)
1,84925582,84997112,1p22,1p22.3,607399,MCOLN2,Mucolipin 2,MCOLN2,255231,ENSG00000153898,incorrectly assigned to chr.3,NA,Mcoln2 (MGI:1915529)
1,85018081,85048901,1p22.3,1p22.3,607400,MCOLN3,Mucolipin 3,MCOLN3,55283,ENSG00000055732,NA,NA,Mcoln3 (MGI:1890500)
1,85062297,85133137,1p22.3,1p22.3,617968,WDR63,WD repeat-containing protein 63,WDR63,126820,ENSG00000162643,NA,NA,Wdr63 (MGI:3045269)
1,85265775,85276631,1p22,1p22.3,603517,"BCL10, IMD37",B-cell leukemia/lymphoma 10,BCL10,8915,ENSG00000142867,mutation identified in 1 IMD37 patient,"?Immunodeficiency 37, 616098 (3), Autosomal recessive; Lymphoma, MALT, somatic, 137245 (3); {Lymphoma, follicular, somatic}, 605027 (3); {Male germ cell tumor, somatic}, 273300 (3); {Mesothelioma, somatic}, 156240 (3); {Sezary syndrome, somatic} (3)",Bcl10 (MGI:1337994)
1,85318484,85578273,1p22,1p22.3,604743,DDAH1,Dimethylarginine dimethylaminohydrolase-1,DDAH1,23576,ENSG00000153904,NA,NA,Ddah1 (MGI:1916469)
1,85580760,85583949,1p22.3,1p22.3,602369,"CYR61, IGFBP10","Cysteine-rich angiogenic inducer, 61 (insulin-like growth factor-binding protein-10)",CCN1,3491,ENSG00000142871,NA,NA,Ccn1 (MGI:88613)
1,85728506,86157035,1p22.3,1p22.3,610025,COL24A1,"Collagen, type XXIV, alpha-1",COL24A1,255631,ENSG00000171502,NA,NA,Col24a1 (MGI:1918605)
1,86424143,86456552,1p22.3,1p22.3,604003,CLCA2,Chloride channel accessory 2,CLCA2,9635,ENSG00000137975,NA,NA,Clca2 (MGI:2139758)
1,86468842,86500293,1p22.3,1p22.3,603906,"CLCA1, CACC1",Chloride channel accessory 1,CLCA1,1179,ENSG00000016490,NA,NA,Clca1 (MGI:1346342)
1,86547075,86580757,1p22.3,1p22.3,616857,"CLCA4, CACC2",Chloride channel accessory 4,CLCA4,22802,ENSG00000016602,NA,NA,"Clca4b,Clca4a (MGI:2139790,MGI:2139744)"
1,86634275,86655375,1p22.32,1p22.3,604337,CLCA3,Chloride channel accessory 3,CLCA3P,9629,ENSG00000153923,NA,NA,NA
1,86862444,86914576,1p31,1p22.3,606254,"SELENOF, SEP15",Selenoprotein F,SELENOF,9403,ENSG00000183291,NA,NA,Selenof (MGI:1927947)
1,86914634,87109981,1p22,1p22.3,604844,HS2ST1,Heparan sulfate 2-O-sulfotransferase 1,HS2ST1,9653,ENSG00000153936,NA,NA,Hs2st1 (MGI:1346049)
1,87328879,87348922,1p22.3,1p22.3,603129,LMO4,LIM domain only 4,LMO4,8543,ENSG00000143013,NA,NA,Lmo4 (MGI:109360)
1,88684143,88836254,1p22.2,1p22.2,602549,"PKN2, PRKCL2, PRK2, PAK2",Protein kinase N2,PKN2,5586,ENSG00000065243,NA,NA,Pkn2 (MGI:109211)
1,88852632,88891943,1p22.2,1p22.2,189963,"GTF2B, TFIIB, TF2B",General transcription factor IIb,GTF2B,2959,ENSG00000137947,NA,NA,Gtf2b (MGI:2385191)
1,88921043,88992959,1p22.2,1p22.2,610656,"CCBL2, KAT3",Cysteine conjugate beta-lyase 2,KYAT3,56267,ENSG00000137944,NA,NA,Kyat3 (MGI:2677849)
1,89006676,89022869,1p22.2,1p22.2,600413,GBP3,Guanylate-binding protein 3,GBP3,2635,ENSG00000117226,NA,NA,Gbp2b (MGI:95666)
1,89052318,89065207,1p22.2,1p22.2,600411,GBP1,"Guanylate binding protein 1, interferon-inducible, 67kD",GBP1,2633,ENSG00000117228,NA,NA,NA
1,89106131,89126113,1p22.2,1p22.2,600412,GBP2,"Guanylate-binding protein 2, interferon-inducible",GBP2,2634,ENSG00000162645,NA,NA,Gbp2 (MGI:102772)
1,89131741,89176002,1p22.2,1p22.2,612468,GBP7,Guanylate-binding protein 7,GBP7,388646,ENSG00000213512,NA,NA,Gbp7 (MGI:2444421)
1,89181143,89198941,1p22.2,1p22.2,612466,GBP4,Guanylate-binding protein 4,GBP4,115361,ENSG00000162654,NA,NA,Gbp3 (MGI:1926263)
1,89258949,89272859,1p22.2,1p22.2,611467,GBP5,Guanylate-binding protein 5,GBP5,115362,ENSG00000154451,NA,NA,Gbp5 (MGI:2429943)
1,89363876,89388159,1p22.2,1p22.2,612467,GBP6,Guanylate-binding protein 6,GBP6,163351,ENSG00000183347,NA,NA,"Gbp6,Gbp10,Gbp11,Gbp9,Gbp4 (MGI:3605620,MGI:3646307,MGI:97072,MGI:4359647,MGI:2140937)"
1,89522625,89597860,1p22.2,1p22.2,612888,"LRRC8B, TALRRP, KIAA0231",Leucine-rich repeat-containing protein 8B,LRRC8B,23507,ENSG00000197147,NA,NA,Lrrc8b (MGI:2141353)
1,89615809,89719532,1p22.2,1p22.2,612889,"LRRC8C, FAD158, AD158",Leucine-rich repeat-containing protein 8C,LRRC8C,84230,ENSG00000171488,NA,NA,Lrrc8c (MGI:2140839)
1,89821013,89936610,1p22.2,1p22.2,612890,"LRRC8D, LRRC5",Leucine-rich repeat-containing protein 8D,LRRC8D,55144,ENSG00000171492,NA,NA,Lrrc8d (MGI:1922368)
1,89995094,90035532,1p22.2,1p22.2,614601,"ZNF326, ZIRD",Zinc finger protein 326,ZNF326,284695,ENSG00000162664,NA,NA,Zfp326 (MGI:1927246)
1,90711538,90717301,1p22.3,1p22.2,605212,BARHL2,BARH-like 2,BARHL2,343472,ENSG00000143032,NA,NA,Barhl2 (MGI:1859314)
1,90915297,91022266,1p22.2,1p22.2,614159,"ZNF644, MYP21",Zinc finger protein 644,ZNF644,84146,ENSG00000122482,NA,"Myopia 21, autosomal dominant, 614167 (3), Autosomal dominant",Zfp644 (MGI:1277212)
1,91260765,91408007,1p22.2,1p22.2,615684,"HFM1, MER3, POF9","Hfm1, ATP-dependent DNA helicase, S. cerevisiae, homolog of",HFM1,164045,ENSG00000162669,NA,"Premature ovarian failure 9, 615724 (3), Autosomal recessive",Hfm1 (MGI:3036246)
1,91498967,91525763,1p22,1p22.2-p22.1,603311,"CDC7L1, CDC7","Cell division cycle 7, S. Cerevisiae, homolog-like 1",CDC7,8317,ENSG00000097046,NA,NA,Cdc7 (MGI:1309511)
1,91680342,91906001,1p33-p32,1p22.1,600742,TGFBR3,"Transforming growth factor, beta receptor III (betaglycan, 300kD)",TGFBR3,7049,ENSG00000069702,NA,NA,Tgfbr3 (MGI:104637)
1,91949370,92014427,1p22.1,1p22.1,602144,"BRDT, SPGF21","Bromodomain, testis-specific",BRDT,676,ENSG00000137948,mutation identified in 1 SPGF21 patient,"?Spermatogenic failure 21, 617644 (3), Autosomal recessive",Brdt (MGI:1891374)
1,92029984,92063537,1p22.1,1p22.1,617401,"EPHX4, ABHD7",Epoxide hydrolase 4,EPHX4,253152,ENSG00000172031,NA,NA,Ephx4 (MGI:2686228)
1,92168920,92188508,1p22.1,1p22.1,617945,"KIAA1107, APACHE",KIAA1107 gene,KIAA1107,23285,ENSG00000189195,NA,NA,A830010M20Rik (MGI:2445097)
1,92245785,92441935,1p22-p21,1p22.1,601749,"GLML, GVM, VMGLOM",Glomulin,GLMN,11146,ENSG00000174842,NA,"Glomuvenous malformations, 138000 (3), Autosomal dominant",Glmn (MGI:2141180)
1,92299049,92402055,1p22.1,1p22.1,611476,"RPAP2, C1orf82",RNA polymerase II-associated protein 2,RPAP2,79871,ENSG00000122484,NA,NA,Rpap2 (MGI:2141142)
1,92473042,92486924,1p22,1p22.1,600871,"GFI1, ZNF163, SCN2",Growth factor independent 1,GFI1,2672,ENSG00000162676,mutation identified in 1 SCN2 patient and 1 NICINA patient,"?Neutropenia, nonimmune chronic idiopathic, of adults, 607847 (3), Autosomal dominant; ?Neutropenia, severe congenital 2, autosomal dominant, 613107 (3), Autosomal dominant",Gfi1 (MGI:103170)
1,92508695,92792412,1p22,1p22.1,602942,"EVI5, NB4S",Ecotropic viral integration site 5,EVI5,7813,ENSG00000067208,NA,NA,Evi5 (MGI:104736)
1,92831985,92841923,1p22.1,1p22.1,603634,"RPL5, DBA6",Ribosomal protein L5,RPL5,6125,ENSG00000122406,NA,"Diamond-Blackfan anemia 6, 612561 (3), Autosomal dominant",Rpl5 (MGI:102854)
1,92832728,92961521,1p22.1,1p22.1,614542,FAM69A,"Family with sequence similarity 69, member A",DIPK1A,388650,ENSG00000154511,NA,NA,Dipk1a (MGI:1914516)
1,92837288,92837382,1p22.1,1p22.1,603635,"SNORD21, RNU21","Small nucleolar RNA, C/D box 21",SNORD21,6083,ENSG00000206680,NA,NA,NA
1,93079234,93139080,1p22.1,1p22.1,609882,"MTF2, PCL2, M96",Metal-regulatory transcription factor 2,MTF2,22823,ENSG00000143033,NA,NA,Mtf2 (MGI:105050)
1,93149741,93180688,1p22.1,1p22.1,616876,TMED5,Transmembrane p24 trafficking protein 5,TMED5,50999,ENSG00000117500,NA,NA,Tmed5 (MGI:1921586)
1,93345906,93369492,1p22.1,1p22.1,601482,DR1,"Down-regulator of transcription 1, TBP-binding (negative cofactor 2)",DR1,1810,ENSG00000117505,NA,NA,Dr1 (MGI:1100515)
1,93448066,93569670,1p22.1,1p22.1,608848,"FNBP1L, TOCA1, C1orf39",Formin binding protein 1-like,FNBP1L,54874,ENSG00000137942,NA,NA,NA
1,93561740,93847218,1p22.1,1p22.1,604704,"BCAR3, SH2D3B, NSP2",Breast cancer antiestrogen resistance 3,BCAR3,8412,ENSG00000137936,NA,NA,Bcar3 (MGI:1352501)
1,93866283,93879205,1p22.1,1p22.1,611199,"DNTTIP2, ERBP, FCF2",DNTT-interacting protein 2,DNTTIP2,30836,ENSG00000067334,NA,NA,Dnttip2 (MGI:1923173)
1,93885198,93910369,1p22.1,1p22.1,601176,"GCLM, GLCLR","Glutamate-cysteine ligase, modifier subunit",GCLM,2730,ENSG00000023909,NA,"{Myocardial infarction, susceptibility to}, 608446 (3)",Gclm (MGI:104995)
1,93992833,94121147,1p22.1,1p22.1,601691,"ABCA4, ABCR, STGD1, FFM, RP19, CORD3, ARMD2","ATP-binding transporter, retina-specific",ABCA4,24,ENSG00000198691,NA,"Cone-rod dystrophy 3, 604116 (3); Fundus flavimaculatus, 248200 (3), Autosomal recessive; {Macular degeneration, age-related, 2}, 153800 (3), Autosomal dominant; Retinal dystrophy, early-onset severe, 248200 (3), Autosomal recessive; Retinitis pigmentosa 19, 601718 (3), Autosomal recessive; Stargardt disease 1, 248200 (3), Autosomal recessive",Abca4 (MGI:109424)
1,94168904,94275067,1p22.1,1p22.1,610496,"ARHGAP29, PARG1",RHO GTPase-activating protein 29,ARHGAP29,9411,ENSG00000137962,NA,NA,Arhgap29 (MGI:2443818)
1,94300000,111200000,1p21.3-p13.3,NA,609913,RP32,Retinitis pigmentosa-32,RP32,641433,NA,max lod at D1S485,"Retinitis pigmentosa 32, 609913 (2)",NA
1,94300000,106700000,1p21,NA,609822,STQTL7,Stature quantitative trait locus 7,NA,100037265,NA,max lod at D1S1631,"{Stature QTL 7}, 609822 (2)",NA
1,94300000,111200000,1p21-p13.3,NA,600193,WS2B,"Waardenburg syndrome, type 2B",WS2B,7488,NA,NA,"Waardenburg syndrome, type 2B, 600193 (2), Autosomal dominant",NA
1,94418085,94518662,1p22-p21,1p21.3,170995,"ABCD3, PXMP1, PMP70, CBAS5","ATP-binding cassette, subfamily D, member 3 (peroxisomal membrane protein 1, 70kD)",ABCD3,5825,ENSG00000117528,mutation identified in 1 CBAS5 family,"?Bile acid synthesis defect, congenital, 5, 616278 (3), Autosomal recessive",Abcd3 (MGI:1349216)
1,94529172,94541856,1p22-p21,1p21.3,134390,"F3, TFA",Coagulation factor III,F3,2152,ENSG00000117525,NA,NA,F3 (MGI:88381)
1,94896948,94927222,1p22-p21,1p21.3,602374,CNN3,"Calponin 3, acidic",CNN3,1266,ENSG00000117519,NA,NA,Cnn3 (MGI:1919244)
1,94974404,95072973,1p21.3,1p21.3,612866,"ALG14, CMS15","Alg14, S. cerevisiae, homolog of",ALG14,199857,ENSG00000172339,mutation identified in 1 CMSWTA family,"?Myasthenic syndrome, congenital, 15, without tubular aggregates, 616227 (3), Autosomal recessive",Alg14 (MGI:1914039)
1,95234154,95247224,1p21.3,1p21.3,615875,"RWDD3, RSUME",RWD domain-containing protein 3,RWDD3,25950,ENSG00000122481,NA,NA,Rwdd3 (MGI:1920420)
1,96721604,96823738,1p21,1p21.3,608449,"PTBP2, NPTB",Polypyrimidine tract-binding protein 2,PTBP2,58155,ENSG00000117569,NA,NA,Ptbp2 (MGI:1860489)
1,97077742,97921058,1p22,1p21.3,612779,"DPYD, DPD",Dihydropyrimidine dehydrogenase,DPYD,1806,ENSG00000188641,NA,"Dihydropyrimidine dehydrogenase deficiency, 274270 (3), Autosomal recessive; 5-fluorouracil toxicity, 274270 (3), Autosomal recessive",Dpyd (MGI:2139667)
1,98046069,98046170,1p22,1p21.3,614304,"MIR137, MIRN137",Micro RNA 137,MIR137,406928,ENSG00000284202,NA,NA,NA
1,98661283,98760499,1p21.3,1p21.3,614904,SNX7,Sorting nexin 7,SNX7,51375,ENSG00000162627,NA,NA,Snx7 (MGI:1923811)
1,98890244,99006129,1p21.3,1p21.3,617287,"PLPPR5, LPPR5, PAP2D, PAP2",Phospholipid phosphatase-related protein 5,PLPPR5,163404,ENSG00000117598,NA,NA,Plppr5 (MGI:1923019)
1,99262955,99309583,1p21.3,1p21.3-p21.2,607813,"PLPPR4, LPPR4, PRG1, KIAA0455",Phospholipid phosphatase-related protein 4,PLPPR4,9890,ENSG00000117600,NA,NA,Plppr4 (MGI:106530)
1,99646112,99694534,1p21.2,1p21.2,610182,"PALMD, PALML",Palmdelphin,PALMD,54873,ENSG00000099260,NA,NA,Palmd (MGI:2148896)
1,99703966,99766634,1p21.2,1p21.2,611578,"FRRS1, SDR2",Ferric chelate reductase 1,FRRS1,391059,ENSG00000156869,NA,NA,Frrs1 (MGI:108076)
1,99850076,99924022,1p21,1p21.2,610860,"AGL, GDE","Amylo-1,6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme)",AGL,178,ENSG00000162688,NA,"Glycogen storage disease IIIa, 232400 (3), Autosomal recessive; Glycogen storage disease IIIb, 232400 (3), Autosomal recessive",Agl (MGI:1924809)
1,99968400,100035633,1p21,1p21.2,605632,"SLC35A3, AMRS","Solute carrier family 35 (UDP-GlcNAc transporter), member 3",SLC35A3,23443,ENSG00000117620,mutation identified in 1 family,"?Arthrogryposis, mental retardation, and seizures, 615553 (3), Autosomal recessive",Slc35a3 (MGI:1917648)
1,100082631,100132929,1p21.2,1p21.2,609321,"SASS6, SAS6, MCPH14",SAS-6 centriolar assembly protein,SASS6,163786,ENSG00000156876,mutation identified in 1 MCPH14 family,"?Microcephaly 14, primary, autosomal recessive, 616402 (3), Autosomal recessive",Sass6 (MGI:1920026)
1,100186918,100249863,1p31,1p21.2,248610,"DBT, BCATE2",Dihydrolipoamide branched chain transacylase (E2 component of branched chain keto acid dehydrogenase complex),DBT,1629,ENSG00000137992,pseudogene on 3q24,"Maple syrup urine disease, type II, 248600 (3), Autosomal recessive",Dbt (MGI:105386)
1,100266157,100292768,1p21.2,1p21.2,611286,"RTCD1, RPC",RNA terminal phosphate cyclase domain-containing protein 1,RTCA,8634,ENSG00000137996,NA,NA,Rtca (MGI:1913618)
1,100345000,100520280,1p21,1p21.2,603504,"CDC14A, DFNB32","Cell division cycle 14, S. cerevisiae, homolog A",CDC14A,8556,ENSG00000079335,NA,"Deafness, autosomal recessive 32, with or without immotile sperm, 608653 (3), Autosomal recessive",Cdc14a (MGI:2442676)
1,100538138,100542020,1p21.2,1p21.2,607468,"GPR88, STRG, COCPMR",G protein-coupled receptor 88,GPR88,54112,ENSG00000181656,mutation identified in 1 COCPMR family,"?Chorea, childhood-onset, with psychomotor retardation, 616939 (3), Autosomal recessive",Gpr88 (MGI:1927653)
1,100719639,100739044,1p32-p31,1p21.2,192225,VCAM1,Vascular cell adhesion molecule-1,VCAM1,7412,ENSG00000162692,NA,NA,Vcam1 (MGI:98926)
1,100872371,100895410,1p12-p11,1p21.2,602411,EXTL2,Exostosin-like 2,EXTL2,2135,ENSG00000162694,NA,NA,Extl2 (MGI:1889574)
1,100896089,100996912,1p21.2,1p21.2,611149,"SLC30A7, ZNT7","Solute carrier family 30 (zinc transporter), member 7",SLC30A7,148867,ENSG00000162695,NA,NA,Slc30a7 (MGI:1913750)
1,100975217,101025805,1p21.2,1p21.2,611075,"DPH5, HSPC143",Diphthamide biosynthesis protein 5,DPH5,51611,ENSG00000117543,NA,NA,Dph5 (MGI:1916990)
1,101236748,101241519,1p21,1p21.2,601974,"S1PR1, EDG1, S1P1",Sphingosine-1-phosphate receptor 1,S1PR1,1901,ENSG00000170989,NA,NA,S1pr1 (MGI:1096355)
1,101800000,155100000,1p21.1-q21.3,NA,612841,"HYPT5, MUHH2",Hypotrichosis 5,NA,100302560,NA,max lod at D1S2881,"Hypotrichosis 5, 612841 (2), Autosomal dominant",NA
1,101800000,111200000,1p21.1-p13.3,NA,611107,MRT4,"Mental retardation, autosomal recessive, 4",MRT4,100009675,NA,between D2S429 and D1S187,"Mental retardation, autosomal recessive, 4, 611107 (2), Autosomal recessive",NA
1,101800027,101997233,1p21,1p21.1,607567,"OLFM3, NOE3",Olfactomedin 3,OLFM3,118427,ENSG00000118733,NA,NA,Olfm3 (MGI:2387329)
1,102876466,103108579,1p21,1p21.1,120280,"COL11A1, STL2","Collagen XI, alpha-1 polypeptide",COL11A1,1301,ENSG00000060718,NA,"Fibrochondrogenesis 1, 228520 (3), Autosomal recessive; {Lumbar disc herniation, susceptibility to}, 603932 (3); Marshall syndrome, 154780 (3), Autosomal dominant; Stickler syndrome, type II, 604841 (3), Autosomal dominant",Col11a1 (MGI:88446)
